specimen_id	cell_type_name	percent_live_cell
673	CD4+CD8+ T cells	0.18
673	CD4-CD8- T cells	3.86
673	CD8Tcells	16.0
673	NaiveCD8	12.2
673	TcmCD8	0.51
673	TemCD8	2.22
673	TemraCD8	1.15
673	T:M doublets (CD19-CD3+CD14+)	0.45
673	CD19-CD3-	38.8
673	NK cells (CD3-CD19-CD56+)	12.2
673	CD3-CD19-CD56- cells	26.6
673	Monocytes	19.1
673	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.86
673	non-pDCs	1.23
673	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.66
673	Conventional dendritic cells (cDCs)	0.57
673	cDC1	0.00482
673	cDC2	0.53
673	pDC	0.34
673	Classical_Monocytes	15.7
673	Intermediate_Monocytes	0.35
673	Non-Classical_Monocytes	0.93
673	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	7.53
673	Activated granulocytes	0.023
673	Basophils	1.75
673	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	5.4
673	NK	11.5
673	CD56high NK cells	0.38
674	CD3CD19	0.29
674	CD19+ CD3-	12.4
674	MB doublets (CD19+CD14+)	0.00885
674	Bcells	12.3
674	B cells (CD19+CD3-CD14-CD56-)	12.2
674	B cells (CD19+CD20+CD3-CD14-CD56-)	12.2
674	Memory B cells	2.72
674	Naive B cells	8.35
674	Proliferating B cells	1.14
674	Activated B cells (ABCs)	1.04
674	ASCs (Plasmablasts)	0.09
674	B:NK doublets (CD19+CD3-CD14-CD56+)	0.14
674	CD3CD19neg	62.5
674	T cells (CD19-CD3+CD14-)	62.3
674	CD56+ CD3high T cells	1.44
674	CD56+CD3+T cells	2.4
674	CD3 Tcells	58.4
674	CD4Tcells	28.6
674	NaiveCD4	18.5
674	TcmCD4	7.15
674	TemraCD4	0.094
674	TemCD4	2.88
674	CD4+CD8+ T cells	0.35
674	CD4-CD8- T cells	2.68
674	CD8Tcells	25.7
674	NaiveCD8	20.4
674	TcmCD8	0.69
674	TemCD8	2.5
674	TemraCD8	2.06
674	T:M doublets (CD19-CD3+CD14+)	0.15
674	CD19-CD3-	24.9
674	NK cells (CD3-CD19-CD56+)	6.34
674	CD3-CD19-CD56- cells	18.5
674	Monocytes	15.7
674	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.7
674	non-pDCs	0.66
674	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.25
674	Conventional dendritic cells (cDCs)	0.41
674	cDC1	0.00148
674	cDC2	0.4
674	pDC	0.75
674	Classical_Monocytes	11.0
674	Intermediate_Monocytes	0.91
674	Non-Classical_Monocytes	1.88
674	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	2.8
674	Activated granulocytes	0.051
674	Basophils	1.1
674	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	1.31
674	NK	5.78
674	CD56high NK cells	0.31
675	CD3CD19	0.38
675	CD19+ CD3-	17.4
675	MB doublets (CD19+CD14+)	0.026
675	Bcells	17.3
675	B cells (CD19+CD3-CD14-CD56-)	17.1
675	B cells (CD19+CD20+CD3-CD14-CD56-)	17.1
675	Memory B cells	4.18
675	Naive B cells	11.6
675	Proliferating B cells	1.34
675	Activated B cells (ABCs)	1.22
675	ASCs (Plasmablasts)	0.1
675	B:NK doublets (CD19+CD3-CD14-CD56+)	0.21
675	CD3CD19neg	56.3
675	T cells (CD19-CD3+CD14-)	56.0
675	CD56+ CD3high T cells	1.57
675	CD56+CD3+T cells	3.05
675	CD3 Tcells	51.3
675	CD4Tcells	22.8
675	NaiveCD4	14.6
675	TcmCD4	5.48
675	TemraCD4	0.11
675	TemCD4	2.65
675	CD4+CD8+ T cells	0.45
675	CD4-CD8- T cells	2.79
675	CD8Tcells	24.1
675	NaiveCD8	18.9
675	TcmCD8	0.75
675	TemCD8	2.47
675	TemraCD8	1.99
675	T:M doublets (CD19-CD3+CD14+)	0.3
675	CD19-CD3-	25.9
675	NK cells (CD3-CD19-CD56+)	6.39
675	CD3-CD19-CD56- cells	19.5
675	Monocytes	16.6
675	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.52
675	non-pDCs	0.74
675	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.2
675	Conventional dendritic cells (cDCs)	0.55
675	cDC1	0.0018
675	cDC2	0.52
675	pDC	0.64
675	Classical_Monocytes	11.8
675	Intermediate_Monocytes	1.11
675	Non-Classical_Monocytes	1.92
675	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	2.94
675	Activated granulocytes	0.094
675	Basophils	0.94
675	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	1.59
675	NK	5.78
675	CD56high NK cells	0.36
676	CD3CD19	0.33
676	CD19+ CD3-	16.8
676	MB doublets (CD19+CD14+)	0.029
676	Bcells	16.8
676	B cells (CD19+CD3-CD14-CD56-)	16.6
676	B cells (CD19+CD20+CD3-CD14-CD56-)	16.6
676	Memory B cells	4.0
676	Naive B cells	11.4
676	Proliferating B cells	1.22
676	Activated B cells (ABCs)	1.08
676	ASCs (Plasmablasts)	0.12
676	B:NK doublets (CD19+CD3-CD14-CD56+)	0.17
676	CD3CD19neg	57.2
676	T cells (CD19-CD3+CD14-)	57.0
676	CD56+ CD3high T cells	1.12
676	CD56+CD3+T cells	3.1
676	CD3 Tcells	52.7
676	CD4Tcells	24.4
676	NaiveCD4	15.8
676	TcmCD4	6.32
676	TemraCD4	0.073
676	TemCD4	2.17
676	CD4+CD8+ T cells	0.34
676	CD4-CD8- T cells	2.64
676	CD8Tcells	24.3
676	NaiveCD8	19.8
676	TcmCD8	0.82
676	TemCD8	2.18
676	TemraCD8	1.51
676	T:M doublets (CD19-CD3+CD14+)	0.16
676	CD19-CD3-	25.6
676	NK cells (CD3-CD19-CD56+)	5.35
676	CD3-CD19-CD56- cells	20.3
676	Monocytes	15.4
676	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.73
676	non-pDCs	0.73
676	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.24
676	Conventional dendritic cells (cDCs)	0.49
676	cDC1	0.000779
676	cDC2	0.47
676	pDC	0.64
676	Classical_Monocytes	10.0
676	Intermediate_Monocytes	1.71
676	Non-Classical_Monocytes	1.55
676	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	4.94
676	Activated granulocytes	0.11
676	Basophils	1.2
676	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	3.17
676	NK	4.84
676	CD56high NK cells	0.25
677	CD3CD19	0.37
677	CD19+ CD3-	15.3
677	MB doublets (CD19+CD14+)	0.033
677	Bcells	15.3
677	B cells (CD19+CD3-CD14-CD56-)	14.9
677	B cells (CD19+CD20+CD3-CD14-CD56-)	14.9
677	Memory B cells	3.45
677	Naive B cells	10.1
677	Proliferating B cells	1.38
677	Activated B cells (ABCs)	1.11
677	ASCs (Plasmablasts)	0.25
677	B:NK doublets (CD19+CD3-CD14-CD56+)	0.33
677	CD3CD19neg	64.9
677	T cells (CD19-CD3+CD14-)	64.8
677	CD56+ CD3high T cells	1.55
677	CD56+CD3+T cells	4.26
677	CD3 Tcells	58.8
677	CD4Tcells	27.4
677	NaiveCD4	18.3
677	TcmCD4	6.51
677	TemraCD4	0.099
677	TemCD4	2.53
677	CD4+CD8+ T cells	0.41
677	CD4-CD8- T cells	3.18
677	CD8Tcells	26.6
677	NaiveCD8	21.7
677	TcmCD8	0.78
677	TemCD8	2.4
677	TemraCD8	1.78
677	T:M doublets (CD19-CD3+CD14+)	0.15
677	CD19-CD3-	19.4
677	NK cells (CD3-CD19-CD56+)	6.19
677	CD3-CD19-CD56- cells	13.2
677	Monocytes	10.2
677	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.42
677	non-pDCs	0.56
677	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.24
677	Conventional dendritic cells (cDCs)	0.32
677	cDC1	0.00134
677	cDC2	0.31
677	pDC	0.74
677	Classical_Monocytes	6.49
677	Intermediate_Monocytes	0.84
677	Non-Classical_Monocytes	1.32
677	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	3.0
677	Activated granulocytes	0.14
677	Basophils	0.99
677	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	1.54
677	NK	5.57
677	CD56high NK cells	0.38
678	CD3CD19	0.37
678	CD19+ CD3-	20.1
678	MB doublets (CD19+CD14+)	0.033
678	Bcells	20.1
678	B cells (CD19+CD3-CD14-CD56-)	19.9
678	B cells (CD19+CD20+CD3-CD14-CD56-)	19.9
678	Memory B cells	4.56
678	Naive B cells	14.0
678	Proliferating B cells	1.32
678	Activated B cells (ABCs)	1.2
678	ASCs (Plasmablasts)	0.11
678	B:NK doublets (CD19+CD3-CD14-CD56+)	0.22
678	CD3CD19neg	50.8
678	T cells (CD19-CD3+CD14-)	50.6
678	CD56+ CD3high T cells	1.28
678	CD56+CD3+T cells	3.13
678	CD3 Tcells	46.1
678	CD4Tcells	21.1
678	NaiveCD4	12.7
678	TcmCD4	5.88
678	TemraCD4	0.082
678	TemCD4	2.43
678	CD4+CD8+ T cells	0.32
678	CD4-CD8- T cells	2.9
678	CD8Tcells	20.7
678	NaiveCD8	16.1
678	TcmCD8	0.78
678	TemCD8	2.15
678	TemraCD8	1.65
678	T:M doublets (CD19-CD3+CD14+)	0.17
678	CD19-CD3-	28.7
678	NK cells (CD3-CD19-CD56+)	7.86
678	CD3-CD19-CD56- cells	20.9
678	Monocytes	16.5
678	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.55
678	non-pDCs	0.75
678	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.36
678	Conventional dendritic cells (cDCs)	0.39
678	cDC1	0.000511
678	cDC2	0.37
678	pDC	0.42
678	Classical_Monocytes	10.2
678	Intermediate_Monocytes	2.02
678	Non-Classical_Monocytes	2.38
678	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	4.31
678	Activated granulocytes	0.083
678	Basophils	1.25
678	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	2.51
678	NK	7.23
678	CD56high NK cells	0.31
681	CD3CD19	0.13
681	CD19+ CD3-	14.6
681	MB doublets (CD19+CD14+)	0.014
681	Bcells	14.6
681	B cells (CD19+CD3-CD14-CD56-)	14.5
681	B cells (CD19+CD20+CD3-CD14-CD56-)	14.5
681	Memory B cells	1.25
681	Naive B cells	12.7
681	Proliferating B cells	0.56
681	Activated B cells (ABCs)	0.52
681	ASCs (Plasmablasts)	0.035
681	B:NK doublets (CD19+CD3-CD14-CD56+)	0.073
681	CD3CD19neg	54.1
681	T cells (CD19-CD3+CD14-)	53.7
681	CD56+ CD3high T cells	0.86
681	CD56+CD3+T cells	0.52
681	CD3 Tcells	52.3
681	CD4Tcells	33.5
681	NaiveCD4	17.6
681	TcmCD4	12.7
681	TemraCD4	0.3
681	TemCD4	2.89
681	CD4+CD8+ T cells	0.14
681	CD4-CD8- T cells	4.36
681	CD8Tcells	13.7
681	NaiveCD8	9.56
681	TcmCD8	1.06
681	TemCD8	1.41
681	TemraCD8	1.62
681	T:M doublets (CD19-CD3+CD14+)	0.38
681	CD19-CD3-	31.2
681	NK cells (CD3-CD19-CD56+)	6.62
681	CD3-CD19-CD56- cells	24.5
681	Monocytes	20.6
681	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.38
681	non-pDCs	0.81
681	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.083
681	Conventional dendritic cells (cDCs)	0.73
681	cDC1	0.039
681	cDC2	0.6
681	pDC	0.44
681	Classical_Monocytes	17.6
681	Intermediate_Monocytes	0.67
681	Non-Classical_Monocytes	0.76
681	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	3.91
681	Activated granulocytes	0.052
681	Basophils	1.52
681	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	2.22
681	NK	6.12
681	CD56high NK cells	0.38
682	CD3CD19	0.14
682	CD19+ CD3-	13.5
682	MB doublets (CD19+CD14+)	0.021
682	Bcells	13.5
682	B cells (CD19+CD3-CD14-CD56-)	13.4
682	B cells (CD19+CD20+CD3-CD14-CD56-)	13.4
682	Memory B cells	1.3
682	Naive B cells	11.6
682	Proliferating B cells	0.55
682	Activated B cells (ABCs)	0.52
682	ASCs (Plasmablasts)	0.028
682	B:NK doublets (CD19+CD3-CD14-CD56+)	0.092
682	CD3CD19neg	52.9
682	T cells (CD19-CD3+CD14-)	52.5
682	CD56+ CD3high T cells	0.99
682	CD56+CD3+T cells	0.6
682	CD3 Tcells	50.9
682	CD4Tcells	31.9
682	NaiveCD4	17.6
682	TcmCD4	11.5
682	TemraCD4	0.29
682	TemCD4	2.57
682	CD4+CD8+ T cells	0.15
682	CD4-CD8- T cells	4.64
682	CD8Tcells	13.5
682	NaiveCD8	9.55
682	TcmCD8	0.93
682	TemCD8	1.32
682	TemraCD8	1.66
682	T:M doublets (CD19-CD3+CD14+)	0.43
682	CD19-CD3-	33.4
682	NK cells (CD3-CD19-CD56+)	7.73
682	CD3-CD19-CD56- cells	25.6
682	Monocytes	21.6
682	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.36
682	non-pDCs	0.81
682	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.073
682	Conventional dendritic cells (cDCs)	0.73
682	cDC1	0.03
682	cDC2	0.61
682	pDC	0.41
682	Classical_Monocytes	18.5
682	Intermediate_Monocytes	0.75
682	Non-Classical_Monocytes	0.81
682	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	3.98
682	Activated granulocytes	0.089
682	Basophils	1.74
682	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	2.03
682	NK	7.38
682	CD56high NK cells	0.24
683	CD3CD19	0.19
683	CD19+ CD3-	15.3
683	MB doublets (CD19+CD14+)	0.013
683	Bcells	15.3
683	B cells (CD19+CD3-CD14-CD56-)	15.2
683	B cells (CD19+CD20+CD3-CD14-CD56-)	15.2
683	Memory B cells	1.17
683	Naive B cells	13.5
683	Proliferating B cells	0.5
683	Activated B cells (ABCs)	0.47
683	ASCs (Plasmablasts)	0.031
683	B:NK doublets (CD19+CD3-CD14-CD56+)	0.077
683	CD3CD19neg	58.4
683	T cells (CD19-CD3+CD14-)	58.0
683	CD56+ CD3high T cells	0.82
683	CD56+CD3+T cells	0.57
683	CD3 Tcells	56.5
683	CD4Tcells	36.1
683	NaiveCD4	20.7
683	TcmCD4	12.5
683	TemraCD4	0.3
683	TemCD4	2.61
683	CD4+CD8+ T cells	0.15
683	CD4-CD8- T cells	3.9
683	CD8Tcells	15.8
683	NaiveCD8	12.1
683	TcmCD8	1.01
683	TemCD8	1.18
683	TemraCD8	1.45
683	T:M doublets (CD19-CD3+CD14+)	0.45
683	CD19-CD3-	26.1
683	NK cells (CD3-CD19-CD56+)	4.32
683	CD3-CD19-CD56- cells	21.8
683	Monocytes	18.0
683	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.16
683	non-pDCs	0.73
683	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.06
683	Conventional dendritic cells (cDCs)	0.67
683	cDC1	0.021
683	cDC2	0.56
683	pDC	0.32
683	Classical_Monocytes	15.5
683	Intermediate_Monocytes	0.71
683	Non-Classical_Monocytes	0.43
683	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	3.77
683	Activated granulocytes	0.097
683	Basophils	1.54
683	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	2.04
683	NK	3.96
683	CD56high NK cells	0.26
684	CD3CD19	0.17
684	CD19+ CD3-	14.0
684	MB doublets (CD19+CD14+)	0.021
684	Bcells	14.0
684	B cells (CD19+CD3-CD14-CD56-)	13.9
684	B cells (CD19+CD20+CD3-CD14-CD56-)	13.9
684	Memory B cells	1.08
684	Naive B cells	12.1
684	Proliferating B cells	0.73
684	Activated B cells (ABCs)	0.59
684	ASCs (Plasmablasts)	0.13
684	B:NK doublets (CD19+CD3-CD14-CD56+)	0.11
684	CD3CD19neg	56.1
684	T cells (CD19-CD3+CD14-)	55.8
684	CD56+ CD3high T cells	1.16
684	CD56+CD3+T cells	0.71
684	CD3 Tcells	53.9
684	CD4Tcells	33.3
684	NaiveCD4	18.9
684	TcmCD4	11.5
684	TemraCD4	0.26
684	TemCD4	2.68
684	CD4+CD8+ T cells	0.14
684	CD4-CD8- T cells	4.6
684	CD8Tcells	15.1
684	NaiveCD8	11.0
684	TcmCD8	1.01
684	TemCD8	1.41
684	TemraCD8	1.65
684	T:M doublets (CD19-CD3+CD14+)	0.34
684	CD19-CD3-	29.7
684	NK cells (CD3-CD19-CD56+)	6.85
684	CD3-CD19-CD56- cells	22.8
684	Monocytes	18.6
684	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	0.94
684	non-pDCs	0.44
684	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.059
684	Conventional dendritic cells (cDCs)	0.38
684	cDC1	0.033
684	cDC2	0.28
684	pDC	0.35
684	Classical_Monocytes	16.3
684	Intermediate_Monocytes	0.58
684	Non-Classical_Monocytes	0.62
684	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	4.22
684	Activated granulocytes	0.098
684	Basophils	2.27
684	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	1.7
684	NK	6.23
684	CD56high NK cells	0.51
685	CD3CD19	0.16
685	CD19+ CD3-	12.2
685	MB doublets (CD19+CD14+)	0.016
685	Bcells	12.2
685	B cells (CD19+CD3-CD14-CD56-)	12.0
685	B cells (CD19+CD20+CD3-CD14-CD56-)	12.0
685	Memory B cells	1.14
685	Naive B cells	10.3
685	Proliferating B cells	0.6
685	Activated B cells (ABCs)	0.55
685	ASCs (Plasmablasts)	0.045
685	B:NK doublets (CD19+CD3-CD14-CD56+)	0.12
685	CD3CD19neg	51.3
685	T cells (CD19-CD3+CD14-)	50.8
685	CD56+ CD3high T cells	1.34
685	CD56+CD3+T cells	0.78
685	CD3 Tcells	48.6
685	CD4Tcells	29.1
685	NaiveCD4	16.6
685	TcmCD4	9.88
685	TemraCD4	0.27
685	TemCD4	2.44
685	CD4+CD8+ T cells	0.14
685	CD4-CD8- T cells	5.15
685	CD8Tcells	13.4
685	NaiveCD8	9.31
685	TcmCD8	0.76
685	TemCD8	1.47
685	TemraCD8	1.87
685	T:M doublets (CD19-CD3+CD14+)	0.48
685	CD19-CD3-	36.4
685	NK cells (CD3-CD19-CD56+)	9.82
685	CD3-CD19-CD56- cells	26.5
685	Monocytes	21.8
685	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.11
685	non-pDCs	0.59
685	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.075
685	Conventional dendritic cells (cDCs)	0.52
685	cDC1	0.028
685	cDC2	0.4
685	pDC	0.37
685	Classical_Monocytes	18.3
685	Intermediate_Monocytes	0.98
685	Non-Classical_Monocytes	1.17
685	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	4.76
685	Activated granulocytes	0.1
685	Basophils	2.62
685	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	1.85
685	NK	9.29
685	CD56high NK cells	0.38
688	CD3CD19	0.085
688	CD19+ CD3-	6.42
688	MB doublets (CD19+CD14+)	0.00831
688	Bcells	6.4
688	B cells (CD19+CD3-CD14-CD56-)	6.26
688	B cells (CD19+CD20+CD3-CD14-CD56-)	6.26
688	Memory B cells	1.65
688	Naive B cells	4.38
688	Proliferating B cells	0.23
688	Activated B cells (ABCs)	0.2
688	ASCs (Plasmablasts)	0.023
688	B:NK doublets (CD19+CD3-CD14-CD56+)	0.14
688	CD3CD19neg	50.1
688	T cells (CD19-CD3+CD14-)	49.7
688	CD56+ CD3high T cells	8.82
688	CD56+CD3+T cells	4.58
688	CD3 Tcells	36.3
688	CD4Tcells	11.8
688	NaiveCD4	5.32
688	TcmCD4	3.41
688	TemraCD4	0.28
688	TemCD4	2.82
688	CD4+CD8+ T cells	0.089
688	CD4-CD8- T cells	10.9
688	CD8Tcells	9.7
688	NaiveCD8	4.06
688	TcmCD8	0.44
688	TemCD8	1.27
688	TemraCD8	3.94
688	T:M doublets (CD19-CD3+CD14+)	0.38
688	CD19-CD3-	43.4
688	NK cells (CD3-CD19-CD56+)	14.2
688	CD3-CD19-CD56- cells	29.2
688	Monocytes	25.4
688	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	2.45
688	non-pDCs	1.08
688	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.21
688	Conventional dendritic cells (cDCs)	0.87
688	cDC1	0.018
688	cDC2	0.78
688	pDC	1.24
688	Classical_Monocytes	21.1
688	Intermediate_Monocytes	0.87
688	Non-Classical_Monocytes	0.78
688	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	3.83
688	Activated granulocytes	0.035
688	Basophils	1.19
688	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	2.51
688	NK	12.5
688	CD56high NK cells	0.7
689	CD3CD19	0.054
689	CD19+ CD3-	7.21
689	MB doublets (CD19+CD14+)	0.00837
689	Bcells	7.2
689	B cells (CD19+CD3-CD14-CD56-)	7.06
689	B cells (CD19+CD20+CD3-CD14-CD56-)	7.06
689	Memory B cells	1.89
689	Naive B cells	4.84
689	Proliferating B cells	0.33
689	Activated B cells (ABCs)	0.27
689	ASCs (Plasmablasts)	0.057
689	B:NK doublets (CD19+CD3-CD14-CD56+)	0.14
689	CD3CD19neg	38.8
689	T cells (CD19-CD3+CD14-)	38.2
689	CD56+ CD3high T cells	5.25
689	CD56+CD3+T cells	3.61
689	CD3 Tcells	29.4
689	CD4Tcells	10.7
689	NaiveCD4	4.89
689	TcmCD4	2.82
689	TemraCD4	0.28
689	TemCD4	2.67
689	CD4+CD8+ T cells	0.049
689	CD4-CD8- T cells	8.22
689	CD8Tcells	7.53
689	NaiveCD8	3.07
689	TcmCD8	0.41
689	TemCD8	1.08
689	TemraCD8	2.97
689	T:M doublets (CD19-CD3+CD14+)	0.6
689	CD19-CD3-	53.9
689	NK cells (CD3-CD19-CD56+)	8.51
689	CD3-CD19-CD56- cells	45.4
689	Monocytes	40.4
689	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	2.84
689	non-pDCs	1.2
689	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.21
689	Conventional dendritic cells (cDCs)	0.99
689	cDC1	0.021
689	cDC2	0.86
689	pDC	1.45
689	Classical_Monocytes	35.2
689	Intermediate_Monocytes	1.28
689	Non-Classical_Monocytes	0.94
689	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	4.95
689	Activated granulocytes	0.014
689	Basophils	1.51
689	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	3.36
689	NK	7.31
689	CD56high NK cells	0.75
690	CD3CD19	0.13
690	CD19+ CD3-	7.61
690	MB doublets (CD19+CD14+)	0.014
690	Bcells	7.59
690	B cells (CD19+CD3-CD14-CD56-)	7.34
690	B cells (CD19+CD20+CD3-CD14-CD56-)	7.33
690	Memory B cells	1.88
690	Naive B cells	5.25
690	Proliferating B cells	0.2
690	Activated B cells (ABCs)	0.16
690	ASCs (Plasmablasts)	0.031
690	B:NK doublets (CD19+CD3-CD14-CD56+)	0.26
690	CD3CD19neg	41.0
690	T cells (CD19-CD3+CD14-)	40.5
690	CD56+ CD3high T cells	6.77
690	CD56+CD3+T cells	4.1
690	CD3 Tcells	29.6
690	CD4Tcells	9.77
690	NaiveCD4	3.88
690	TcmCD4	2.94
690	TemraCD4	0.28
690	TemCD4	2.68
690	CD4+CD8+ T cells	0.12
690	CD4-CD8- T cells	8.34
690	CD8Tcells	8.55
690	NaiveCD8	3.4
690	TcmCD8	0.41
690	TemCD8	1.31
690	TemraCD8	3.42
690	T:M doublets (CD19-CD3+CD14+)	0.44
690	CD19-CD3-	51.3
690	NK cells (CD3-CD19-CD56+)	12.2
690	CD3-CD19-CD56- cells	39.1
690	Monocytes	32.9
690	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	2.49
690	non-pDCs	1.41
690	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.31
690	Conventional dendritic cells (cDCs)	1.1
690	cDC1	0.012
690	cDC2	1.03
690	pDC	0.83
690	Classical_Monocytes	26.9
690	Intermediate_Monocytes	1.69
690	Non-Classical_Monocytes	1.55
690	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	6.21
690	Activated granulocytes	0.019
690	Basophils	1.79
690	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	4.31
690	NK	11.6
690	CD56high NK cells	0.63
691	CD3CD19	0.21
691	CD19+ CD3-	7.91
691	MB doublets (CD19+CD14+)	0.018
691	Bcells	7.88
691	B cells (CD19+CD3-CD14-CD56-)	7.66
691	B cells (CD19+CD20+CD3-CD14-CD56-)	7.66
691	Memory B cells	1.86
691	Naive B cells	5.59
691	Proliferating B cells	0.2
691	Activated B cells (ABCs)	0.18
691	ASCs (Plasmablasts)	0.026
691	B:NK doublets (CD19+CD3-CD14-CD56+)	0.23
691	CD3CD19neg	47.5
691	T cells (CD19-CD3+CD14-)	47.0
691	CD56+ CD3high T cells	6.01
691	CD56+CD3+T cells	4.25
691	CD3 Tcells	36.8
691	CD4Tcells	12.7
691	NaiveCD4	4.55
691	TcmCD4	4.14
691	TemraCD4	0.35
691	TemCD4	3.72
691	CD4+CD8+ T cells	0.16
691	CD4-CD8- T cells	9.11
691	CD8Tcells	11.2
691	NaiveCD8	4.43
691	TcmCD8	0.61
691	TemCD8	1.9
691	TemraCD8	4.28
691	T:M doublets (CD19-CD3+CD14+)	0.46
691	CD19-CD3-	44.4
691	NK cells (CD3-CD19-CD56+)	9.69
691	CD3-CD19-CD56- cells	34.7
691	Monocytes	31.1
691	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	3.31
691	non-pDCs	1.95
691	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.57
691	Conventional dendritic cells (cDCs)	1.38
691	cDC1	0.028
691	cDC2	1.27
691	pDC	1.2
691	Classical_Monocytes	24.9
691	Intermediate_Monocytes	1.41
691	Non-Classical_Monocytes	1.27
691	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	3.62
691	Activated granulocytes	0.062
691	Basophils	1.43
691	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	2.03
691	NK	8.68
691	CD56high NK cells	1.01
692	CD3CD19	0.23
692	CD19+ CD3-	9.9
692	MB doublets (CD19+CD14+)	0.014
692	Bcells	9.87
692	B cells (CD19+CD3-CD14-CD56-)	9.7
692	B cells (CD19+CD20+CD3-CD14-CD56-)	9.7
692	Memory B cells	2.33
692	Naive B cells	7.15
692	Proliferating B cells	0.22
692	Activated B cells (ABCs)	0.2
692	ASCs (Plasmablasts)	0.012
692	B:NK doublets (CD19+CD3-CD14-CD56+)	0.18
692	CD3CD19neg	50.0
692	T cells (CD19-CD3+CD14-)	49.5
692	CD56+ CD3high T cells	5.07
692	CD56+CD3+T cells	2.87
692	CD3 Tcells	41.5
692	CD4Tcells	18.0
692	NaiveCD4	7.69
692	TcmCD4	5.32
692	TemraCD4	0.38
692	TemCD4	4.65
692	CD4+CD8+ T cells	0.22
692	CD4-CD8- T cells	8.08
692	CD8Tcells	12.2
692	NaiveCD8	6.62
692	TcmCD8	0.66
