protein_id	specimen_id	lower_limit_of_quantitation	protein_expression	quality_control	unit	upper_limit_of_quantitation
P12724	355	1.57095	3.79677	Pass	Normalized Protein eXpression	nan
Q96SB3	89	1.04249	4.24882	Pass	Normalized Protein eXpression	nan
P16278	89	1.26187	2.61484	Pass	Normalized Protein eXpression	nan
O75475	89	1.26807	2.21105	Pass	Normalized Protein eXpression	nan
Q05516	89	0.7018	5.3884	Pass	Normalized Protein eXpression	nan
Q9NWZ3	89	1.52904	1.66104	Pass	Normalized Protein eXpression	nan
Q15661	89	0.86232	4.10334	Pass	Normalized Protein eXpression	nan
P14317	89	0.92094	5.43591	Pass	Normalized Protein eXpression	nan
Q9UHC6	89	0.89232	1.65227	Pass	Normalized Protein eXpression	nan
Q6UXB4	89	1.22117	3.13859	Pass	Normalized Protein eXpression	nan
Q00978	89	1.17154	2.71792	Pass	Normalized Protein eXpression	nan
Q9UNE0	89	1.50621	4.33973	Pass	Normalized Protein eXpression	nan
P05231	89	1.09691	3.60764	Pass	Normalized Protein eXpression	nan
Q13574	89	0.65881	0.65881	Pass	Normalized Protein eXpression	nan
Q8WTT0	89	1.00541	3.67753	Pass	Normalized Protein eXpression	nan
P51617	89	0.26049	3.61325	Pass	Normalized Protein eXpression	nan
Q9UMR7	89	1.13912	4.71468	Pass	Normalized Protein eXpression	nan
Q06830	89	1.04951	2.50932	Pass	Normalized Protein eXpression	nan
P30048	89	0.20992	1.54736	Pass	Normalized Protein eXpression	nan
P09038	89	0.54183	0.54183	Pass	Normalized Protein eXpression	nan
P30044	89	0.88832	7.59571	Pass	Normalized Protein eXpression	nan
Q8N608	89	0.62778	1.6883	Pass	Normalized Protein eXpression	nan
Q9C035	89	1.03969	4.50262	Pass	Normalized Protein eXpression	nan
Q14203	89	1.19409	5.97273	Pass	Normalized Protein eXpression	nan
P23229	89	0.81578	1.57299	Pass	Normalized Protein eXpression	nan
Q15517	89	2.62778	4.02071	Pass	Normalized Protein eXpression	nan
Q14435	89	1.31693	1.84575	Pass	Normalized Protein eXpression	nan
Q96DB9	89	1.66908	1.88214	Pass	Normalized Protein eXpression	nan
Q12933	89	1.52693	3.7265	Pass	Normalized Protein eXpression	nan
P19474	89	0.55694	3.7144	Pass	Normalized Protein eXpression	nan
Q8NHJ6	89	1.06875	3.53907	Pass	Normalized Protein eXpression	nan
P34130	89	0.70994	3.71592	Pass	Normalized Protein eXpression	nan
P08727	89	1.19379	4.57557	Pass	Normalized Protein eXpression	nan
O43736	89	0.6847	3.92558	Pass	Normalized Protein eXpression	nan
P50135	89	2.02178	10.13745	Pass	Normalized Protein eXpression	nan
P51671	89	1.38969	8.83567	Pass	Normalized Protein eXpression	nan
Q7Z6M3	89	1.6338	4.68982	Pass	Normalized Protein eXpression	nan
Q9GZT9	89	0.97546	1.45199	Pass	Normalized Protein eXpression	nan
Q12968	89	0.54773	0.54773	Pass	Normalized Protein eXpression	nan
O60449	89	1.60914	2.08142	Pass	Normalized Protein eXpression	nan
P63241	89	1.04843	1.04843	Pass	Normalized Protein eXpression	nan
Q04637	89	1.02182	6.76471	Pass	Normalized Protein eXpression	nan
P10747	89	1.69189	1.69189	Pass	Normalized Protein eXpression	nan
Q03431	89	0.89964	4.08846	Pass	Normalized Protein eXpression	nan
Q13490	89	0.97434	0.97434	Pass	Normalized Protein eXpression	nan
P28845	89	0.85422	3.89312	Pass	Normalized Protein eXpression	nan
P35240	89	-0.91764	-0.91764	Pass	Normalized Protein eXpression	nan
Q9HCM2	89	1.21399	7.89555	Pass	Normalized Protein eXpression	nan
Q9UQQ2	89	1.47484	4.6255	Pass	Normalized Protein eXpression	nan
Q96P31	89	1.13146	1.47954	Pass	Normalized Protein eXpression	nan
Q07065	89	0.92759	5.06844	Pass	Normalized Protein eXpression	nan
P05412	89	0.44482	0.44482	Pass	Normalized Protein eXpression	nan
O94992	89	0.87784	5.56744	Pass	Normalized Protein eXpression	nan
Q8WXI8	89	-0.49584	3.03925	Pass	Normalized Protein eXpression	nan
Q04759	89	1.21837	4.15547	Pass	Normalized Protein eXpression	nan
P16455	89	0.60363	5.03242	Pass	Normalized Protein eXpression	nan
Q9NP99	89	-3.27533	-0.18519	Pass	Normalized Protein eXpression	nan
P78310	89	0.39769	2.6901	Pass	Normalized Protein eXpression	nan
P22301	89	1.6296	3.95803	Pass	Normalized Protein eXpression	nan
P78362	89	0.43217	0.79399	Pass	Normalized Protein eXpression	nan
Q13241	89	1.34491	6.53396	Pass	Normalized Protein eXpression	nan
O14867	89	0.97071	2.74156	Pass	Normalized Protein eXpression	nan
Q6ZUJ8	89	0.9965	3.4475	Pass	Normalized Protein eXpression	nan
O43597	89	1.19063	3.01399	Pass	Normalized Protein eXpression	nan
P52823	89	0.51524	6.536	Pass	Normalized Protein eXpression	nan
P27540	89	2.92929	2.92929	Pass	Normalized Protein eXpression	nan
P58499	89	1.00622	4.58683	Pass	Normalized Protein eXpression	nan
O60880	89	0.77129	1.81337	Pass	Normalized Protein eXpression	nan
Q05084	89	1.46808	2.47954	Pass	Normalized Protein eXpression	nan
O00273	89	0.82064	6.11505	Pass	Normalized Protein eXpression	nan
Q96PD2	89	0.57076	8.79103	Pass	Normalized Protein eXpression	nan
Q6DN72	89	0.43869	3.53627	Pass	Normalized Protein eXpression	nan
O76036	89	0.94884	2.19362	Pass	Normalized Protein eXpression	nan
P48061	89	1.16403	1.16403	Pass	Normalized Protein eXpression	nan
P15514	89	0.76687	2.90581	Pass	Normalized Protein eXpression	nan
Q8IU57	89	1.10678	1.10678	Pass	Normalized Protein eXpression	nan
Q9UN19	89	1.5414	5.60057	Pass	Normalized Protein eXpression	nan
Q9Y2J8	89	1.06422	1.06422	Pass	Normalized Protein eXpression	nan
Q9Y3P8	89	0.76831	3.30752	Pass	Normalized Protein eXpression	nan
P48740	89	0.03242	2.37555	Pass	Normalized Protein eXpression	nan
Q9UQV4	89	1.13762	4.22214	Pass	Normalized Protein eXpression	nan
Q9BXN2	89	0.81368	2.90548	Pass	Normalized Protein eXpression	nan
Q6EIG7	89	0.6826	2.60778	Pass	Normalized Protein eXpression	nan
O95786	89	1.15559	3.63949	Pass	Normalized Protein eXpression	nan
P42701	89	0.98978	2.0562	Pass	Normalized Protein eXpression	nan
Q92844	89	1.75015	1.75015	Pass	Normalized Protein eXpression	nan
Q9UKX5	89	0.84376	2.63893	Pass	Normalized Protein eXpression	nan
P52294	89	0.82712	0.82712	Pass	Normalized Protein eXpression	nan
P18627	89	1.08066	2.47234	Pass	Normalized Protein eXpression	nan
P05113	89	0.64146	5.23897	Pass	Normalized Protein eXpression	nan
Q01151	89	0.78714	3.62053	Pass	Normalized Protein eXpression	nan
P18564	89	0.79855	2.94157	Pass	Normalized Protein eXpression	nan
P78410	89	0.8247	3.78064	Pass	Normalized Protein eXpression	nan
P10145	89	1.76831	8.51679	Pass	Normalized Protein eXpression	nan
Q07011	89	0.06083	5.35944	Pass	Normalized Protein eXpression	nan
Q02763	89	1.35677	7.57261	Pass	Normalized Protein eXpression	nan
P80098	89	0.76805	3.72393	Pass	Normalized Protein eXpression	nan
P29965	89	1.11253	7.90219	Pass	Normalized Protein eXpression	nan
P01583	89	2.19049	2.19049	Pass	Normalized Protein eXpression	nan
Q9BZW8	89	0.68579	6.60411	Pass	Normalized Protein eXpression	nan
P01133	89	1.10642	10.44853	Pass	Normalized Protein eXpression	nan
Q15389	89	0.64209	9.65154	Pass	Normalized Protein eXpression	nan
P13232	89	0.84021	4.5641	Pass	Normalized Protein eXpression	nan
P49763	89	1.72873	7.64766	Pass	Normalized Protein eXpression	nan
Q9Y653	89	0.69203	0.69203	Pass	Normalized Protein eXpression	nan
P13500	89	0.61148	10.79692	Pass	Normalized Protein eXpression	nan
O95727	89	0.32476	4.11047	Pass	Normalized Protein eXpression	nan
O14625	89	1.04797	10.49207	Pass	Normalized Protein eXpression	nan
Q99616	89	0.99965	11.23112	Pass	Normalized Protein eXpression	nan
P50591	89	0.29771	7.11566	Pass	Normalized Protein eXpression	nan
Q07325	89	0.74738	6.93968	Pass	Normalized Protein eXpression	nan
P01732	89	0.77683	9.45429	Pass	Normalized Protein eXpression	nan
Q16790	89	-0.03299	3.90936	Pass	Normalized Protein eXpression	nan
P01574	89	1.09494	1.09494	Pass	Normalized Protein eXpression	nan
P00813	89	-0.47292	3.76328	Pass	Normalized Protein eXpression	nan
P01730	89	-0.96613	0.94525	Pass	Normalized Protein eXpression	nan
P29474	89	0.54836	0.54836	Pass	Normalized Protein eXpression	nan
P60568	89	0.73162	0.73162	Pass	Normalized Protein eXpression	nan
O00182	89	1.74286	7.57555	Pass	Normalized Protein eXpression	nan
P35968	89	-0.31619	6.97449	Pass	Normalized Protein eXpression	nan
P25942	89	0.96605	12.4649	Pass	Normalized Protein eXpression	nan
Q14116	89	0.81842	8.96225	Pass	Normalized Protein eXpression	nan
P20718	89	1.44801	4.73218	Pass	Normalized Protein eXpression	nan
P49767	89	-0.83065	1.84717	Pass	Normalized Protein eXpression	nan
P01137	89	0.30101	2.16804	Pass	Normalized Protein eXpression	nan
P09341	89	2.51127	10.28686	Pass	Normalized Protein eXpression	nan
O43557	89	1.48542	5.13184	Pass	Normalized Protein eXpression	nan
O95760	89	1.17001	1.17001	Pass	Normalized Protein eXpression	nan
O43508	89	0.57673	8.94452	Pass	Normalized Protein eXpression	nan
P01127	89	1.2306	11.75135	Pass	Normalized Protein eXpression	nan
Q15116	89	0.96388	3.05515	Pass	Normalized Protein eXpression	nan
P48023	89	1.08608	6.08936	Pass	Normalized Protein eXpression	nan
Q99731	89	1.09786	8.79359	Pass	Normalized Protein eXpression	nan
P80075	89	0.93715	8.33078	Pass	Normalized Protein eXpression	nan
P13236	89	1.23142	8.72127	Pass	Normalized Protein eXpression	nan
Q14213,P29459	89	0.69935	0.69935	Pass	Normalized Protein eXpression	nan
P09382	89	0.93308	6.87934	Pass	Normalized Protein eXpression	nan
Q9NZQ7	89	1.38518	4.75653	Pass	Normalized Protein eXpression	nan
P26842	89	1.32784	8.30168	Pass	Normalized Protein eXpression	nan
P42830	89	1.09124	12.56844	Pass	Normalized Protein eXpression	nan
P14210	89	1.18589	7.31146	Pass	Normalized Protein eXpression	nan
P12544	89	-0.52628	5.60629	Pass	Normalized Protein eXpression	nan
P09601	89	2.59798	12.36823	Pass	Normalized Protein eXpression	nan
P78423	89	0.23477	5.86702	Pass	Normalized Protein eXpression	nan
P02778	89	-0.49055	8.0324	Pass	Normalized Protein eXpression	nan
P32970	89	0.25899	2.88251	Pass	Normalized Protein eXpression	nan
Q9NP84	89	0.98125	5.89166	Pass	Normalized Protein eXpression	nan
P55773	89	1.08332	10.0027	Pass	Normalized Protein eXpression	nan
P06127	89	0.26383	4.72989	Pass	Normalized Protein eXpression	nan
P10147	89	0.78595	6.76025	Pass	Normalized Protein eXpression	nan
P09237	89	1.39934	11.32988	Pass	Normalized Protein eXpression	nan
P07585	89	0.79796	4.78486	Pass	Normalized Protein eXpression	nan
O75509	89	0.78951	7.81	Pass	Normalized Protein eXpression	nan
P43489	89	1.80556	3.2727	Pass	Normalized Protein eXpression	nan
Q29983,Q29980	89	0.12298	0.76038	Pass	Normalized Protein eXpression	nan
Q92583	89	0.15595	8.06271	Pass	Normalized Protein eXpression	nan
P21246	89	-0.40973	-0.40973	Pass	Normalized Protein eXpression	nan
P01579	89	1.21747	1.21747	Pass	Normalized Protein eXpression	nan
Q14790	89	0.59442	6.26417	Pass	Normalized Protein eXpression	nan
O75144	89	0.86695	5.22803	Pass	Normalized Protein eXpression	nan
P39900	89	-0.30081	5.52303	Pass	Normalized Protein eXpression	nan
O43927	89	0.39592	8.71989	Pass	Normalized Protein eXpression	nan
Q9BQ51	89	0.06975	2.39025	Pass	Normalized Protein eXpression	nan
P15692	89	1.26213	8.96108	Pass	Normalized Protein eXpression	nan
P05112	89	-0.13459	-0.13459	Pass	Normalized Protein eXpression	nan
Q9HBE4	89	1.1857	1.1857	Pass	Normalized Protein eXpression	nan
P35225	89	1.01539	1.01539	Pass	Normalized Protein eXpression	nan
P78556	89	0.99503	7.59738	Pass	Normalized Protein eXpression	nan
P01375	89	1.40285	1.40285	Pass	Normalized Protein eXpression	nan
P10144	89	0.54187	3.30397	Pass	Normalized Protein eXpression	nan
P29459,P29460	89	-0.00596	6.52381	Pass	Normalized Protein eXpression	nan
P09603	89	-0.50076	7.70803	Pass	Normalized Protein eXpression	nan
Q9H6B4	89	1.11092	3.08214	Pass	Normalized Protein eXpression	nan
Q96JA1	89	1.14658	3.51198	Pass	Normalized Protein eXpression	nan
O95502	89	1.28086	3.65365	Pass	Normalized Protein eXpression	nan
P23526	89	1.55207	1.55207	Pass	Normalized Protein eXpression	nan
P52888	89	1.77792	6.11853	Pass	Normalized Protein eXpression	nan
P43234	89	0.50211	2.07769	Pass	Normalized Protein eXpression	nan
Q96LA6	89	1.30854	4.73928	Pass	Normalized Protein eXpression	nan
Q04900	89	1.13971	5.15363	Pass	Normalized Protein eXpression	nan
P20711	89	1.16815	5.43159	Pass	Normalized Protein eXpression	nan
Q9NPH0	89	0.77476	4.49264	Pass	Normalized Protein eXpression	nan
Q03403	89	-0.01481	4.1701	Pass	Normalized Protein eXpression	nan
P25815	89	1.34157	1.34157	Pass	Normalized Protein eXpression	nan
O15123	89	0.81732	2.31492	Pass	Normalized Protein eXpression	nan
Q9Y5K6	89	1.55884	5.83131	Pass	Normalized Protein eXpression	nan
O43827	89	0.35752	1.93752	Pass	Normalized Protein eXpression	nan
Q9NY25	89	1.18984	4.8181	Pass	Normalized Protein eXpression	nan
Q9GZM7	89	1.05249	3.60516	Pass	Normalized Protein eXpression	nan
P35754	89	1.85123	1.85123	Pass	Normalized Protein eXpression	nan
P09104	89	1.33845	5.63013	Pass	Normalized Protein eXpression	nan
O95544	89	1.058	3.73871	Pass	Normalized Protein eXpression	nan
Q9UBU3	89	0.86118	2.85199	Pass	Normalized Protein eXpression	nan
P50452	89	2.76467	3.5365	Pass	Normalized Protein eXpression	nan
P35237	89	1.33965	5.19785	Pass	Normalized Protein eXpression	nan
Q9HBB8	89	0.85941	3.08285	Pass	Normalized Protein eXpression	nan
Q76M96	89	2.02123	6.37597	Pass	Normalized Protein eXpression	nan
Q9NR28	89	2.77598	4.13891	Pass	Normalized Protein eXpression	nan
Q8N1Q1	89	1.22512	8.07174	Pass	Normalized Protein eXpression	nan
Q13275	89	1.57882	2.86936	Pass	Normalized Protein eXpression	nan
O43240	89	1.69848	3.59664	Pass	Normalized Protein eXpression	nan
Q9UKJ0	89	1.12548	4.26903	Pass	Normalized Protein eXpression	nan
O95841	89	-0.06951	3.12042	Pass	Normalized Protein eXpression	nan
P51693	89	1.58884	6.31039	Pass	Normalized Protein eXpression	nan
Q8IZP9	89	0.80795	3.12888	Pass	Normalized Protein eXpression	nan
P19971	89	1.14866	7.42237	Pass	Normalized Protein eXpression	nan
O75791	89	1.3144	3.93282	Pass	Normalized Protein eXpression	nan
A6NI73	89	1.54049	4.77462	Pass	Normalized Protein eXpression	nan
P00352	89	1.26539	3.27615	Pass	Normalized Protein eXpression	nan
P40259	89	0.67358	3.21398	Pass	Normalized Protein eXpression	nan
P09525	89	1.25367	1.9329	Pass	Normalized Protein eXpression	nan
P50995	89	0.37254	3.8379	Pass	Normalized Protein eXpression	nan
Q9Y286	89	0.67089	3.65029	Pass	Normalized Protein eXpression	nan
P26010	89	1.45454	1.45454	Pass	Normalized Protein eXpression	nan
P09417	89	1.85657	6.6987	Pass	Normalized Protein eXpression	nan
O00161	89	0.84723	3.3365	Pass	Normalized Protein eXpression	nan
P27695	89	0.87527	2.04653	Pass	Normalized Protein eXpression	nan
O75356	89	0.42768	2.39671	Pass	Normalized Protein eXpression	nan
Q9H4D0	89	1.49983	4.11963	Pass	Normalized Protein eXpression	nan
P21964	89	2.01635	4.94119	Pass	Normalized Protein eXpression	nan
Q15846	89	0.54408	4.81053	Pass	Normalized Protein eXpression	nan
P51858	89	0.69669	1.37846	Pass	Normalized Protein eXpression	nan
Q6WN34	89	-0.36512	2.66228	Pass	Normalized Protein eXpression	nan
P09668	89	2.46898	3.46535	Pass	Normalized Protein eXpression	nan
Q15155	89	-0.00552	5.82938	Pass	Normalized Protein eXpression	nan
P16083	89	1.20173	1.20173	Pass	Normalized Protein eXpression	nan
Q9BQB4	89	1.00506	5.66228	Pass	Normalized Protein eXpression	nan
Q92520	89	0.63946	6.53224	Pass	Normalized Protein eXpression	nan
Q8NBS9	89	0.58008	3.6356	Pass	Normalized Protein eXpression	nan
P41236	89	1.67236	4.09208	Pass	Normalized Protein eXpression	nan
Q9UHL4	89	1.05458	1.79802	Pass	Normalized Protein eXpression	nan
Q86VZ4	89	1.12099	4.42843	Pass	Normalized Protein eXpression	nan
Q9UHX3	89	0.90058	3.97998	Pass	Normalized Protein eXpression	nan
Q6UWV6	89	0.8773	2.80212	Pass	Normalized Protein eXpression	nan
Q8WTU2	89	0.81887	2.73585	Pass	Normalized Protein eXpression	nan
Q8NI22	89	1.01207	3.99876	Pass	Normalized Protein eXpression	nan
Q9BYZ8	89	2.0946	8.44135	Pass	Normalized Protein eXpression	nan
Q8NBJ7	89	0.63176	5.70962	Pass	Normalized Protein eXpression	nan
Q8WVQ1	89	1.11328	5.12689	Pass	Normalized Protein eXpression	nan
P29017	89	1.71959	5.44967	Pass	Normalized Protein eXpression	nan
P22466	89	0.98938	7.48214	Pass	Normalized Protein eXpression	nan
P19022	89	0.48994	2.80472	Pass	Normalized Protein eXpression	nan
Q06418	89	0.78785	2.93484	Pass	Normalized Protein eXpression	nan
P46109	89	1.31325	6.08003	Pass	Normalized Protein eXpression	nan
Q8WX77	89	1.24459	3.43401	Pass	Normalized Protein eXpression	nan
Q9BZR6	89	0.77159	1.50367	Pass	Normalized Protein eXpression	nan
P13611	89	1.22148	3.76604	Pass	Normalized Protein eXpression	nan
P09467	89	1.42709	2.09193	Pass	Normalized Protein eXpression	nan
P01222	89	1.20455	2.31803	Pass	Normalized Protein eXpression	nan
P46379	89	1.07815	3.49781	Pass	Normalized Protein eXpression	nan
Q92692	89	0.87203	6.50081	Pass	Normalized Protein eXpression	nan
P05089	89	2.04054	2.04054	Pass	Normalized Protein eXpression	nan
P40818	89	1.26597	1.70503	Pass	Normalized Protein eXpression	nan
Q02790	89	0.6775	1.28417	Pass	Normalized Protein eXpression	nan
P31431	89	1.22702	6.67406	Pass	Normalized Protein eXpression	nan
Q9NWQ8	89	1.55256	3.26035	Pass	Normalized Protein eXpression	nan
Q16773	89	2.05163	8.77984	Pass	Normalized Protein eXpression	nan
P98082	89	1.48709	2.245	Pass	Normalized Protein eXpression	nan
Q9NQX5	89	1.61826	5.60794	Pass	Normalized Protein eXpression	nan
Q641Q3	89	1.46693	4.0651	Pass	Normalized Protein eXpression	nan
Q16820	89	0.90702	2.63954	Pass	Normalized Protein eXpression	nan
Q01973	89	0.56772	2.17654	Pass	Normalized Protein eXpression	nan
NT-proBNP	89	1.59256	3.08211	Pass	Normalized Protein eXpression	nan
P12724	89	1.57095	8.54464	Pass	Normalized Protein eXpression	nan
Q96SB3	153	1.04249	3.51409	Pass	Normalized Protein eXpression	nan
P16278	153	1.26187	1.74142	Pass	Normalized Protein eXpression	nan
O75475	153	1.26807	1.42085	Pass	Normalized Protein eXpression	nan
Q05516	153	0.7018	3.56359	Pass	Normalized Protein eXpression	nan
Q9NWZ3	153	1.52904	1.52904	Pass	Normalized Protein eXpression	nan
Q15661	153	0.86232	3.75148	Pass	Normalized Protein eXpression	nan
P14317	153	0.92094	4.40362	Pass	Normalized Protein eXpression	nan
Q9UHC6	153	0.89232	2.44831	Pass	Normalized Protein eXpression	nan
Q6UXB4	153	1.22117	3.42611	Pass	Normalized Protein eXpression	nan
Q00978	153	1.17154	2.5421	Pass	Normalized Protein eXpression	nan
Q9UNE0	153	1.50621	3.2526	Pass	Normalized Protein eXpression	nan
P05231	153	1.09691	2.67175	Pass	Normalized Protein eXpression	nan
Q13574	153	0.65881	0.65881	Pass	Normalized Protein eXpression	nan
Q8WTT0	153	1.00541	3.86833	Pass	Normalized Protein eXpression	nan
P51617	153	0.26049	2.19123	Pass	Normalized Protein eXpression	nan
Q9UMR7	153	1.13912	4.44379	Pass	Normalized Protein eXpression	nan
Q06830	153	1.04951	2.16205	Pass	Normalized Protein eXpression	nan
P30048	153	0.20992	0.8238	Pass	Normalized Protein eXpression	nan
P09038	153	0.54183	0.54183	Pass	Normalized Protein eXpression	nan
P30044	153	0.88832	7.18978	Pass	Normalized Protein eXpression	nan
Q8N608	153	0.62778	1.89652	Pass	Normalized Protein eXpression	nan
Q9C035	153	1.03969	3.26777	Pass	Normalized Protein eXpression	nan
Q14203	153	1.19409	4.31023	Pass	Normalized Protein eXpression	nan
P23229	153	0.81578	0.97609	Pass	Normalized Protein eXpression	nan
Q15517	153	2.62778	3.12905	Pass	Normalized Protein eXpression	nan
Q14435	153	1.31693	2.56874	Pass	Normalized Protein eXpression	nan
Q96DB9	153	1.66908	1.66908	Pass	Normalized Protein eXpression	nan
Q12933	153	1.52693	3.30471	Pass	Normalized Protein eXpression	nan
P19474	153	0.55694	2.96337	Pass	Normalized Protein eXpression	nan
Q8NHJ6	153	1.06875	3.53616	Pass	Normalized Protein eXpression	nan
P34130	153	0.70994	1.69732	Pass	Normalized Protein eXpression	nan
P08727	153	1.19379	4.54762	Pass	Normalized Protein eXpression	nan
O43736	153	0.6847	3.54088	Pass	Normalized Protein eXpression	nan
P50135	153	2.02178	9.09413	Pass	Normalized Protein eXpression	nan
P51671	153	1.38969	9.17883	Pass	Normalized Protein eXpression	nan
Q7Z6M3	153	1.6338	4.60876	Pass	Normalized Protein eXpression	nan
Q9GZT9	153	0.97546	1.06183	Pass	Normalized Protein eXpression	nan
Q12968	153	0.54773	0.86547	Pass	Normalized Protein eXpression	nan
O60449	153	1.60914	2.30738	Pass	Normalized Protein eXpression	nan
P63241	153	1.04843	1.04843	Pass	Normalized Protein eXpression	nan
Q04637	153	1.02182	5.82669	Pass	Normalized Protein eXpression	nan
P10747	153	1.69189	1.69189	Pass	Normalized Protein eXpression	nan
Q03431	153	0.89964	2.17612	Pass	Normalized Protein eXpression	nan
Q13490	153	0.97434	0.97434	Pass	Normalized Protein eXpression	nan
P28845	153	0.85422	3.67847	Pass	Normalized Protein eXpression	nan
P35240	153	-0.91764	-0.91764	Pass	Normalized Protein eXpression	nan
Q9HCM2	153	1.21399	7.54799	Pass	Normalized Protein eXpression	nan
Q9UQQ2	153	1.47484	3.84948	Pass	Normalized Protein eXpression	nan
Q96P31	153	1.13146	1.35001	Pass	Normalized Protein eXpression	nan
Q07065	153	0.92759	4.48031	Pass	Normalized Protein eXpression	nan
P05412	153	0.44482	0.44482	Pass	Normalized Protein eXpression	nan
O94992	153	0.87784	4.61865	Pass	Normalized Protein eXpression	nan
Q8WXI8	153	-0.49584	2.67278	Pass	Normalized Protein eXpression	nan
Q04759	153	1.21837	3.20581	Pass	Normalized Protein eXpression	nan
P16455	153	0.60363	4.29884	Pass	Normalized Protein eXpression	nan
Q9NP99	153	-3.27533	-0.06815	Pass	Normalized Protein eXpression	nan
P78310	153	0.39769	1.71212	Pass	Normalized Protein eXpression	nan
P22301	153	1.6296	4.34676	Pass	Normalized Protein eXpression	nan
P78362	153	0.43217	0.43217	Pass	Normalized Protein eXpression	nan
Q13241	153	1.34491	6.47843	Pass	Normalized Protein eXpression	nan
O14867	153	0.97071	1.36064	Pass	Normalized Protein eXpression	nan
Q6ZUJ8	153	0.9965	3.13133	Pass	Normalized Protein eXpression	nan
O43597	153	1.19063	2.2362	Pass	Normalized Protein eXpression	nan
P52823	153	0.51524	7.05525	Pass	Normalized Protein eXpression	nan
P27540	153	2.92929	2.92929	Pass	Normalized Protein eXpression	nan
P58499	153	1.00622	5.01354	Pass	Normalized Protein eXpression	nan
O60880	153	0.77129	1.65145	Pass	Normalized Protein eXpression	nan
Q05084	153	1.46808	1.46808	Pass	Normalized Protein eXpression	nan
O00273	153	0.82064	5.59084	Pass	Normalized Protein eXpression	nan
Q96PD2	153	0.57076	8.18347	Pass	Normalized Protein eXpression	nan
Q6DN72	153	0.43869	4.05945	Pass	Normalized Protein eXpression	nan
O76036	153	0.94884	2.91924	Pass	Normalized Protein eXpression	nan
P48061	153	1.16403	1.19828	Pass	Normalized Protein eXpression	nan
P15514	153	0.76687	2.48985	Pass	Normalized Protein eXpression	nan
Q8IU57	153	1.10678	1.10678	Pass	Normalized Protein eXpression	nan
Q9UN19	153	1.5414	2.09567	Pass	Normalized Protein eXpression	nan
Q9Y2J8	153	1.06422	1.06422	Pass	Normalized Protein eXpression	nan
Q9Y3P8	153	0.76831	2.74867	Pass	Normalized Protein eXpression	nan
P48740	153	0.03242	2.34364	Pass	Normalized Protein eXpression	nan
Q9UQV4	153	1.13762	3.81565	Pass	Normalized Protein eXpression	nan
Q9BXN2	153	0.81368	3.08068	Pass	Normalized Protein eXpression	nan
Q6EIG7	153	0.6826	2.12197	Pass	Normalized Protein eXpression	nan
O95786	153	1.15559	2.36846	Pass	Normalized Protein eXpression	nan
P42701	153	0.98978	2.37553	Pass	Normalized Protein eXpression	nan
Q92844	153	1.75015	2.13414	Pass	Normalized Protein eXpression	nan
Q9UKX5	153	0.84376	1.78486	Pass	Normalized Protein eXpression	nan
P52294	153	0.82712	0.82712	Pass	Normalized Protein eXpression	nan
P18627	153	1.08066	2.26921	Pass	Normalized Protein eXpression	nan
P05113	153	0.64146	0.64146	Pass	Normalized Protein eXpression	nan
Q01151	153	0.78714	3.3355	Pass	Normalized Protein eXpression	nan
P18564	153	0.79855	2.43227	Pass	Normalized Protein eXpression	nan
P78410	153	0.8247	3.32409	Pass	Normalized Protein eXpression	nan
P10145	153	1.76831	4.97702	Pass	Normalized Protein eXpression	nan
Q07011	153	0.06083	5.24183	Pass	Normalized Protein eXpression	nan
Q02763	153	1.35677	7.5514	Pass	Normalized Protein eXpression	nan
P80098	153	0.76805	2.87959	Pass	Normalized Protein eXpression	nan
P29965	153	1.11253	6.20032	Pass	Normalized Protein eXpression	nan
P01583	153	2.19049	2.19049	Pass	Normalized Protein eXpression	nan
Q9BZW8	153	0.68579	6.56014	Pass	Normalized Protein eXpression	nan
P01133	153	1.10642	8.66343	Pass	Normalized Protein eXpression	nan
Q15389	153	0.64209	8.35037	Pass	Normalized Protein eXpression	nan
P13232	153	0.84021	3.39323	Pass	Normalized Protein eXpression	nan
P49763	153	1.72873	7.70872	Pass	Normalized Protein eXpression	nan
Q9Y653	153	0.69203	0.80658	Pass	Normalized Protein eXpression	nan
P13500	153	0.61148	10.76542	Pass	Normalized Protein eXpression	nan
O95727	153	0.32476	4.46134	Pass	Normalized Protein eXpression	nan
O14625	153	1.04797	10.4384	Pass	Normalized Protein eXpression	nan
Q99616	153	0.99965	10.67945	Pass	Normalized Protein eXpression	nan
P50591	153	0.29771	7.42229	Pass	Normalized Protein eXpression	nan
Q07325	153	0.74738	6.91443	Pass	Normalized Protein eXpression	nan
P01732	153	0.77683	10.24616	Pass	Normalized Protein eXpression	nan
Q16790	153	-0.03299	3.65412	Pass	Normalized Protein eXpression	nan
P01574	153	1.09494	1.09494	Pass	Normalized Protein eXpression	nan
P00813	153	-0.47292	2.84421	Pass	Normalized Protein eXpression	nan
P01730	153	-0.96613	0.71453	Pass	Normalized Protein eXpression	nan
P29474	153	0.54836	0.66648	Pass	Normalized Protein eXpression	nan
P60568	153	0.73162	0.73162	Pass	Normalized Protein eXpression	nan
O00182	153	1.74286	7.5586	Pass	Normalized Protein eXpression	nan
P35968	153	-0.31619	6.60359	Pass	Normalized Protein eXpression	nan
P25942	153	0.96605	11.47331	Pass	Normalized Protein eXpression	nan
