protein_id	specimen_id	lower_limit_of_quantitation	protein_expression	quality_control	unit	upper_limit_of_quantitation
Q07325	691	0.11921	31.42413	Pass	PG/ML	1953.12499
P01135	691	0.47684	3.75944	Pass	PG/ML	1953.12499
P01584	691	0.19073	0.16606	Pass	PG/ML	3125.00001
P05231	691	0.0596	0.38999	Pass	PG/ML	3906.25
P05112	691	0.0596	0.01005	Pass	PG/ML	3906.25
O43508	691	3.8147	360.81767	Pass	PG/ML	15625.00004
Q969D9	691	0.47684	0.0736	Pass	PG/ML	7812.50001
P51671	691	0.23842	318.25389	Pass	PG/ML	15624.99998
P14210	691	0.23842	104.1964	Pass	PG/ML	15624.99995
P49771	691	0.95367	91.14582	Pass	PG/ML	3906.25003
Q96PD4	691	0.23842	0.09364	Pass	PG/ML	3906.24998
P13232	691	0.23842	0.46568	Pass	PG/ML	1953.125
P35225	691	0.47684	0.07644	Pass	PG/ML	15625.00001
Q14116	691	0.95367	116.16719	Pass	PG/ML	15624.99996
Q99616	691	0.0596	443.47285	Pass	PG/ML	1953.125
P50591	691	0.95367	332.88888	Pass	PG/ML	7812.5
P02778	691	0.11921	34.42546	Pass	PG/ML	1953.12501
P01579	691	0.0298	0.09782	Pass	PG/ML	3906.25001
P22301	691	0.11921	5.02498	Pass	PG/ML	31250.00005
Q99731	691	0.95367	76.78608	Pass	PG/ML	1953.125
P01375	691	3.8147	9.6517	Pass	PG/ML	15625.00004
P40933	691	0.11921	9.33794	Pass	PG/ML	15624.99998
P10147	691	0.0298	4.05908	Pass	PG/ML	1953.125
P10145	691	0.23842	2.78323	Pass	PG/ML	1953.125
P39900	691	7.62939	239.7947	Pass	PG/ML	15624.9999
P04141	691	0.23842	0.05246	Pass	PG/ML	7812.50002
P09919	691	7.62939	75.59343	Pass	PG/ML	62500.00009
P15692	691	0.47684	166.40901	Pass	PG/ML	7812.50003
Q9P0M4	691	1.90735	8.78356	Pass	PG/ML	7812.5
P01133	691	0.47684	163.62923	Pass	PG/ML	976.5625
P13500	691	0.23842	210.08033	Pass	PG/ML	3906.25002
Q16552	691	0.11921	0.36338	Pass	PG/ML	15625.00005
P13725	691	0.11921	0.38673	Pass	PG/ML	1953.125
P09603	691	0.23842	101.15811	Pass	PG/ML	3906.24999
P13236	691	0.11921	28.40735	Pass	PG/ML	3906.25001
O14625	691	0.11921	251.03306	Pass	PG/ML	1953.12499
P01374	691	0.11921	5.92753	Pass	PG/ML	3906.25001
P80098	691	0.11921	1.58265	Pass	PG/ML	1953.125
P03956	691	0.95367	436.48577	Pass	PG/ML	7812.49998
P80075	619	0.0298	11.8444	Pass	PG/ML	1953.125
O95760	619	0.23842	nan	Pass	PG/ML	7812.50001
P48061	619	30.51758	194.03779	Pass	PG/ML	31249.99966
P78380	619	0.95367	229.40776	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	619	0.23842	10.43116	Pass	PG/ML	31250.0
P60568	619	0.11921	0.01656	Pass	PG/ML	3906.25003
Q07325	619	0.11921	35.5353	Pass	PG/ML	1953.12499
P01135	619	0.47684	8.00329	Pass	PG/ML	1953.12499
P01584	619	0.19073	0.25736	Pass	PG/ML	3125.00001
P05231	619	0.0596	1.11414	Pass	PG/ML	3906.25
P05112	619	0.0596	0.01296	Pass	PG/ML	3906.25
O43508	619	3.8147	371.49985	Pass	PG/ML	15625.00004
Q969D9	619	0.47684	2.16526	Pass	PG/ML	7812.50001
P51671	619	0.23842	263.87537	Pass	PG/ML	15624.99998
P14210	619	0.23842	186.04886	Pass	PG/ML	15624.99995
P49771	619	0.95367	101.93681	Pass	PG/ML	3906.25003
Q96PD4	619	0.23842	0.51804	Pass	PG/ML	3906.24998
P13232	619	0.23842	1.28852	Pass	PG/ML	1953.125
P35225	619	0.47684	0.3322	Pass	PG/ML	15625.00001
Q14116	619	0.95367	269.33862	Pass	PG/ML	15624.99996
Q99616	619	0.0596	390.51049	Pass	PG/ML	1953.125
P50591	619	0.95367	347.27812	Pass	PG/ML	7812.5
P02778	619	0.11921	55.5692	Pass	PG/ML	1953.12501
P01579	619	0.0298	0.12558	Pass	PG/ML	3906.25001
P22301	619	0.11921	4.16081	Pass	PG/ML	31250.00005
Q99731	619	0.95367	305.38642	Pass	PG/ML	1953.125
P01375	619	3.8147	13.24912	Pass	PG/ML	15625.00004
P40933	619	0.11921	9.39847	Pass	PG/ML	15624.99998
P10147	619	0.0298	9.70479	Pass	PG/ML	1953.125
P10145	619	0.23842	12.30801	Pass	PG/ML	1953.125
P39900	619	7.62939	223.43932	Pass	PG/ML	15624.9999
P04141	619	0.23842	0.09447	Pass	PG/ML	7812.50002
P09919	619	7.62939	186.24389	Pass	PG/ML	62500.00009
P15692	619	0.47684	270.19414	Pass	PG/ML	7812.50003
Q9P0M4	619	1.90735	17.04117	Pass	PG/ML	7812.5
P01133	619	0.47684	379.30745	Pass	PG/ML	976.5625
P13500	619	0.23842	252.4489	Pass	PG/ML	3906.25002
Q16552	619	0.11921	0.19011	Pass	PG/ML	15625.00005
P13725	619	0.11921	2.33462	Pass	PG/ML	1953.125
P09603	619	0.23842	103.96084	Pass	PG/ML	3906.24999
P13236	619	0.11921	67.41486	Pass	PG/ML	3906.25001
O14625	619	0.11921	451.93238	Pass	PG/ML	1953.12499
P01374	619	0.11921	7.65174	Pass	PG/ML	3906.25001
P80098	619	0.11921	1.57683	Pass	PG/ML	1953.125
P03956	619	0.95367	928.77834	Pass	PG/ML	7812.49998
P80075	601	0.0298	59.9775	Pass	PG/ML	1953.125
O95760	601	0.23842	0.28272	Pass	PG/ML	7812.50001
P48061	601	30.51758	311.80809	Pass	PG/ML	31249.99966
P78380	601	0.95367	36.74091	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	601	0.23842	6.42837	Pass	PG/ML	31250.0
P60568	601	0.11921	0.00654	Pass	PG/ML	3906.25003
Q07325	601	0.11921	113.03926	Pass	PG/ML	1953.12499
P01135	601	0.47684	10.66783	Pass	PG/ML	1953.12499
P01584	601	0.19073	0.40569	Pass	PG/ML	3125.00001
P05231	601	0.0596	3.13252	Pass	PG/ML	3906.25
P05112	601	0.0596	0.01023	Pass	PG/ML	3906.25
O43508	601	3.8147	577.70735	Pass	PG/ML	15625.00004
Q969D9	601	0.47684	0.04342	Pass	PG/ML	7812.50001
P51671	601	0.23842	317.25267	Pass	PG/ML	15624.99998
P14210	601	0.23842	134.93204	Pass	PG/ML	15624.99995
P49771	601	0.95367	125.76692	Pass	PG/ML	3906.25003
Q96PD4	601	0.23842	0.71071	Pass	PG/ML	3906.24998
P13232	601	0.23842	1.88828	Pass	PG/ML	1953.125
P35225	601	0.47684	0.25101	Pass	PG/ML	15625.00001
Q14116	601	0.95367	345.46676	Pass	PG/ML	15624.99996
Q99616	601	0.0596	597.55369	Pass	PG/ML	1953.125
P50591	601	0.95367	473.5187	Pass	PG/ML	7812.5
P02778	601	0.11921	133.00233	Pass	PG/ML	1953.12501
P01579	601	0.0298	0.3164	Pass	PG/ML	3906.25001
P22301	601	0.11921	6.52873	Pass	PG/ML	31250.00005
Q99731	601	0.95367	163.28645	Pass	PG/ML	1953.125
P01375	601	3.8147	11.64243	Pass	PG/ML	15625.00004
P40933	601	0.11921	11.36149	Pass	PG/ML	15624.99998
P10147	601	0.0298	4.87645	Pass	PG/ML	1953.125
P10145	601	0.23842	4.69888	Pass	PG/ML	1953.125
P39900	601	7.62939	350.82534	Pass	PG/ML	15624.9999
P04141	601	0.23842	0.12071	Pass	PG/ML	7812.50002
P09919	601	7.62939	160.95401	Pass	PG/ML	62500.00009
P15692	601	0.47684	233.30084	Pass	PG/ML	7812.50003
Q9P0M4	601	1.90735	21.35225	Pass	PG/ML	7812.5
P01133	601	0.47684	632.51165	Pass	PG/ML	976.5625
P13500	601	0.23842	273.07684	Pass	PG/ML	3906.25002
Q16552	601	0.11921	0.47891	Pass	PG/ML	15625.00005
P13725	601	0.11921	0.71414	Pass	PG/ML	1953.125
P09603	601	0.23842	139.71289	Pass	PG/ML	3906.24999
P13236	601	0.11921	73.80832	Pass	PG/ML	3906.25001
O14625	601	0.11921	402.89578	Pass	PG/ML	1953.12499
P01374	601	0.11921	6.07863	Pass	PG/ML	3906.25001
P80098	601	0.11921	2.62287	Pass	PG/ML	1953.125
P03956	601	0.95367	1446.15679	Pass	PG/ML	7812.49998
P80075	705	0.0298	28.63174	Pass	PG/ML	1953.125
O95760	705	0.23842	0.0472	Pass	PG/ML	7812.50001
P48061	705	30.51758	183.09654	Pass	PG/ML	31249.99966
P78380	705	0.95367	38.52083	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	705	0.23842	2.01668	Pass	PG/ML	31250.0
P60568	705	0.11921	0.01522	Pass	PG/ML	3906.25003
Q07325	705	0.11921	87.74624	Pass	PG/ML	1953.12499
P01135	705	0.47684	5.89785	Pass	PG/ML	1953.12499
P01584	705	0.19073	0.15741	Pass	PG/ML	3125.00001
P05231	705	0.0596	1.25609	Pass	PG/ML	3906.25
P05112	705	0.0596	0.01354	Pass	PG/ML	3906.25
O43508	705	3.8147	443.92506	Pass	PG/ML	15625.00004
Q969D9	705	0.47684	0.09104	Pass	PG/ML	7812.50001
P51671	705	0.23842	205.03279	Pass	PG/ML	15624.99998
P14210	705	0.23842	96.03876	Pass	PG/ML	15624.99995
P49771	705	0.95367	131.24381	Pass	PG/ML	3906.25003
Q96PD4	705	0.23842	0.61285	Pass	PG/ML	3906.24998
P13232	705	0.23842	0.97713	Pass	PG/ML	1953.125
P35225	705	0.47684	0.11301	Pass	PG/ML	15625.00001
Q14116	705	0.95367	267.06996	Pass	PG/ML	15624.99996
Q99616	705	0.0596	223.59712	Pass	PG/ML	1953.125
P50591	705	0.95367	317.65744	Pass	PG/ML	7812.5
P02778	705	0.11921	90.02503	Pass	PG/ML	1953.12501
P01579	705	0.0298	0.33931	Pass	PG/ML	3906.25001
P22301	705	0.11921	10.93844	Pass	PG/ML	31250.00005
Q99731	705	0.95367	142.65682	Pass	PG/ML	1953.125
P01375	705	3.8147	17.64685	Pass	PG/ML	15625.00004
P40933	705	0.11921	11.21514	Pass	PG/ML	15624.99998
P10147	705	0.0298	6.40743	Pass	PG/ML	1953.125
P10145	705	0.23842	3.82178	Pass	PG/ML	1953.125
P39900	705	7.62939	279.79869	Pass	PG/ML	15624.9999
P04141	705	0.23842	0.28055	Pass	PG/ML	7812.50002
P09919	705	7.62939	72.41233	Pass	PG/ML	62500.00009
P15692	705	0.47684	364.50681	Pass	PG/ML	7812.50003
Q9P0M4	705	1.90735	8.28577	Pass	PG/ML	7812.5
P01133	705	0.47684	278.56222	Pass	PG/ML	976.5625
P13500	705	0.23842	341.60775	Pass	PG/ML	3906.25002
Q16552	705	0.11921	0.35565	Pass	PG/ML	15625.00005
P13725	705	0.11921	0.48958	Pass	PG/ML	1953.125
P09603	705	0.23842	169.58366	Pass	PG/ML	3906.24999
P13236	705	0.11921	79.36418	Pass	PG/ML	3906.25001
O14625	705	0.11921	511.40108	Pass	PG/ML	1953.12499
P01374	705	0.11921	15.11017	Pass	PG/ML	3906.25001
P80098	705	0.11921	0.98935	Pass	PG/ML	1953.125
P03956	705	0.95367	709.66886	Pass	PG/ML	7812.49998
P80075	725	0.0298	26.03103	Pass	PG/ML	1953.125
O95760	725	0.23842	0.08362	Pass	PG/ML	7812.50001
P48061	725	30.51758	150.88405	Pass	PG/ML	31249.99966
P78380	725	0.95367	68.34262	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	725	0.23842	3.82982	Pass	PG/ML	31250.0
P60568	725	0.11921	0.00485	Pass	PG/ML	3906.25003
Q07325	725	0.11921	45.15547	Pass	PG/ML	1953.12499
P01135	725	0.47684	4.21032	Pass	PG/ML	1953.12499
P01584	725	0.19073	0.08948	Pass	PG/ML	3125.00001
P05231	725	0.0596	1.36146	Pass	PG/ML	3906.25
P05112	725	0.0596	0.01404	Pass	PG/ML	3906.25
O43508	725	3.8147	364.5057	Pass	PG/ML	15625.00004
Q969D9	725	0.47684	0.08912	Pass	PG/ML	7812.50001
P51671	725	0.23842	250.9375	Pass	PG/ML	15624.99998
P14210	725	0.23842	120.49233	Pass	PG/ML	15624.99995
P49771	725	0.95367	74.53449	Pass	PG/ML	3906.25003
Q96PD4	725	0.23842	0.07658	Pass	PG/ML	3906.24998
P13232	725	0.23842	0.44412	Pass	PG/ML	1953.125
P35225	725	0.47684	5.51436	Pass	PG/ML	15625.00001
Q14116	725	0.95367	155.01046	Pass	PG/ML	15624.99996
Q99616	725	0.0596	456.34103	Pass	PG/ML	1953.125
P50591	725	0.95367	388.02927	Pass	PG/ML	7812.5
P02778	725	0.11921	60.02775	Pass	PG/ML	1953.12501
P01579	725	0.0298	0.22433	Pass	PG/ML	3906.25001
P22301	725	0.11921	4.39613	Pass	PG/ML	31250.00005
Q99731	725	0.95367	105.81731	Pass	PG/ML	1953.125
P01375	725	3.8147	11.74223	Pass	PG/ML	15625.00004
P40933	725	0.11921	11.74365	Pass	PG/ML	15624.99998
P10147	725	0.0298	3.36651	Pass	PG/ML	1953.125
P10145	725	0.23842	4.19414	Pass	PG/ML	1953.125
P39900	725	7.62939	259.4186	Pass	PG/ML	15624.9999
P04141	725	0.23842	0.07498	Pass	PG/ML	7812.50002
P09919	725	7.62939	56.70452	Pass	PG/ML	62500.00009
P15692	725	0.47684	152.7691	Pass	PG/ML	7812.50003
Q9P0M4	725	1.90735	7.25237	Pass	PG/ML	7812.5
P01133	725	0.47684	111.12183	Pass	PG/ML	976.5625
P13500	725	0.23842	246.39435	Pass	PG/ML	3906.25002
Q16552	725	0.11921	0.08141	Pass	PG/ML	15625.00005
P13725	725	0.11921	0.48083	Pass	PG/ML	1953.125
P09603	725	0.23842	101.75488	Pass	PG/ML	3906.24999
P13236	725	0.11921	46.01134	Pass	PG/ML	3906.25001
O14625	725	0.11921	299.975	Pass	PG/ML	1953.12499
P01374	725	0.11921	6.84457	Pass	PG/ML	3906.25001
P80098	725	0.11921	1.87597	Pass	PG/ML	1953.125
P03956	725	0.95367	498.65785	Pass	PG/ML	7812.49998
P80075	605	0.0298	45.13708	Pass	PG/ML	1953.125
O95760	605	0.23842	0.25123	Pass	PG/ML	7812.50001
P48061	605	30.51758	255.11596	Pass	PG/ML	31249.99966
P78380	605	0.95367	25.82587	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	605	0.23842	6.18215	Pass	PG/ML	31250.0
P60568	605	0.11921	0.01689	Pass	PG/ML	3906.25003
Q07325	605	0.11921	93.29591	Pass	PG/ML	1953.12499
P01135	605	0.47684	10.18668	Pass	PG/ML	1953.12499
P01584	605	0.19073	0.20676	Pass	PG/ML	3125.00001
P05231	605	0.0596	1.75448	Pass	PG/ML	3906.25
P05112	605	0.0596	0.01036	Pass	PG/ML	3906.25
O43508	605	3.8147	479.68309	Pass	PG/ML	15625.00004
Q969D9	605	0.47684	0.06738	Pass	PG/ML	7812.50001
P51671	605	0.23842	311.65904	Pass	PG/ML	15624.99998
P14210	605	0.23842	118.87664	Pass	PG/ML	15624.99995
P49771	605	0.95367	95.36053	Pass	PG/ML	3906.25003
Q96PD4	605	0.23842	0.38419	Pass	PG/ML	3906.24998
P13232	605	0.23842	1.53347	Pass	PG/ML	1953.125
P35225	605	0.47684	0.31521	Pass	PG/ML	15625.00001
Q14116	605	0.95367	306.56308	Pass	PG/ML	15624.99996
Q99616	605	0.0596	514.80101	Pass	PG/ML	1953.125
P50591	605	0.95367	513.99363	Pass	PG/ML	7812.5
P02778	605	0.11921	84.24939	Pass	PG/ML	1953.12501
P01579	605	0.0298	0.31711	Pass	PG/ML	3906.25001
P22301	605	0.11921	7.13534	Pass	PG/ML	31250.00005
Q99731	605	0.95367	169.08792	Pass	PG/ML	1953.125
P01375	605	3.8147	12.7366	Pass	PG/ML	15625.00004
P40933	605	0.11921	11.85906	Pass	PG/ML	15624.99998
P10147	605	0.0298	4.41789	Pass	PG/ML	1953.125
P10145	605	0.23842	4.33874	Pass	PG/ML	1953.125
P39900	605	7.62939	392.89004	Pass	PG/ML	15624.9999
P04141	605	0.23842	0.16401	Pass	PG/ML	7812.50002
P09919	605	7.62939	87.38515	Pass	PG/ML	62500.00009
P15692	605	0.47684	226.58952	Pass	PG/ML	7812.50003
Q9P0M4	605	1.90735	33.33714	Pass	PG/ML	7812.5
P01133	605	0.47684	291.3599	Pass	PG/ML	976.5625
P13500	605	0.23842	352.74221	Pass	PG/ML	3906.25002
Q16552	605	0.11921	0.57525	Pass	PG/ML	15625.00005
P13725	605	0.11921	0.39096	Pass	PG/ML	1953.125
P09603	605	0.23842	133.60977	Pass	PG/ML	3906.24999
P13236	605	0.11921	57.66045	Pass	PG/ML	3906.25001
O14625	605	0.11921	256.23563	Pass	PG/ML	1953.12499
P01374	605	0.11921	5.8708	Pass	PG/ML	3906.25001
P80098	605	0.11921	3.44874	Pass	PG/ML	1953.125
P03956	605	0.95367	879.02974	Pass	PG/ML	7812.49998
P80075	595	0.0298	25.94992	Pass	PG/ML	1953.125
O95760	595	0.23842	0.17073	Pass	PG/ML	7812.50001
P48061	595	30.51758	140.22944	Pass	PG/ML	31249.99966
P78380	595	0.95367	26.31617	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	595	0.23842	5.45001	Pass	PG/ML	31250.0
P60568	595	0.11921	0.01329	Pass	PG/ML	3906.25003
Q07325	595	0.11921	59.45436	Pass	PG/ML	1953.12499
P01135	595	0.47684	4.82464	Pass	PG/ML	1953.12499
P01584	595	0.19073	0.14848	Pass	PG/ML	3125.00001
P05231	595	0.0596	2.65509	Pass	PG/ML	3906.25
P05112	595	0.0596	0.01539	Pass	PG/ML	3906.25
O43508	595	3.8147	310.46772	Pass	PG/ML	15625.00004
Q969D9	595	0.47684	0.0233	Pass	PG/ML	7812.50001
P51671	595	0.23842	311.84717	Pass	PG/ML	15624.99998
P14210	595	0.23842	91.73331	Pass	PG/ML	15624.99995
P49771	595	0.95367	126.10937	Pass	PG/ML	3906.25003
Q96PD4	595	0.23842	0.09312	Pass	PG/ML	3906.24998
P13232	595	0.23842	1.04771	Pass	PG/ML	1953.125
P35225	595	0.47684	0.24194	Pass	PG/ML	15625.00001
Q14116	595	0.95367	240.21136	Pass	PG/ML	15624.99996
Q99616	595	0.0596	772.75905	Pass	PG/ML	1953.125
P50591	595	0.95367	464.76105	Pass	PG/ML	7812.5
P02778	595	0.11921	105.74423	Pass	PG/ML	1953.12501
P01579	595	0.0298	0.30654	Pass	PG/ML	3906.25001
P22301	595	0.11921	6.93553	Pass	PG/ML	31250.00005
Q99731	595	0.95367	119.69615	Pass	PG/ML	1953.125
P01375	595	3.8147	12.49845	Pass	PG/ML	15625.00004
P40933	595	0.11921	11.46926	Pass	PG/ML	15624.99998
P10147	595	0.0298	6.44468	Pass	PG/ML	1953.125
P10145	595	0.23842	3.69719	Pass	PG/ML	1953.125
P39900	595	7.62939	257.16132	Pass	PG/ML	15624.9999
P04141	595	0.23842	0.16607	Pass	PG/ML	7812.50002
P09919	595	7.62939	93.89686	Pass	PG/ML	62500.00009
P15692	595	0.47684	173.10154	Pass	PG/ML	7812.50003
Q9P0M4	595	1.90735	15.10346	Pass	PG/ML	7812.5
P01133	595	0.47684	165.74102	Pass	PG/ML	976.5625
P13500	595	0.23842	283.97494	Pass	PG/ML	3906.25002
Q16552	595	0.11921	2.4729	Pass	PG/ML	15625.00005
P13725	595	0.11921	0.47486	Pass	PG/ML	1953.125
P09603	595	0.23842	115.91406	Pass	PG/ML	3906.24999
P13236	595	0.11921	68.29077	Pass	PG/ML	3906.25001
O14625	595	0.11921	417.75574	Pass	PG/ML	1953.12499
P01374	595	0.11921	6.74354	Pass	PG/ML	3906.25001
P80098	595	0.11921	2.50323	Pass	PG/ML	1953.125
P03956	595	0.95367	285.53795	Pass	PG/ML	7812.49998
P80075	594	0.0298	32.44658	Pass	PG/ML	1953.125
O95760	594	0.23842	0.10567	Pass	PG/ML	7812.50001
P48061	594	30.51758	174.08982	Pass	PG/ML	31249.99966
P78380	594	0.95367	92.29244	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	594	0.23842	6.23419	Pass	PG/ML	31250.0
P60568	594	0.11921	0.0236	Pass	PG/ML	3906.25003
Q07325	594	0.11921	73.0686	Pass	PG/ML	1953.12499
P01135	594	0.47684	6.68207	Pass	PG/ML	1953.12499
P01584	594	0.19073	0.12618	Pass	PG/ML	3125.00001
P05231	594	0.0596	4.46331	Pass	PG/ML	3906.25
P05112	594	0.0596	0.04006	Pass	PG/ML	3906.25
O43508	594	3.8147	367.83432	Pass	PG/ML	15625.00004
Q969D9	594	0.47684	0.05279	Pass	PG/ML	7812.50001
P51671	594	0.23842	326.52392	Pass	PG/ML	15624.99998
P14210	594	0.23842	127.80359	Pass	PG/ML	15624.99995
P49771	594	0.95367	128.51876	Pass	PG/ML	3906.25003
Q96PD4	594	0.23842	0.20441	Pass	PG/ML	3906.24998
P13232	594	0.23842	1.16796	Pass	PG/ML	1953.125
P35225	594	0.47684	0.30685	Pass	PG/ML	15625.00001
Q14116	594	0.95367	254.04449	Pass	PG/ML	15624.99996
Q99616	594	0.0596	696.56677	Pass	PG/ML	1953.125
P50591	594	0.95367	493.16136	Pass	PG/ML	7812.5
P02778	594	0.11921	108.56048	Pass	PG/ML	1953.12501
P01579	594	0.0298	1.12149	Pass	PG/ML	3906.25001
P22301	594	0.11921	8.51043	Pass	PG/ML	31250.00005
Q99731	594	0.95367	141.21596	Pass	PG/ML	1953.125
P01375	594	3.8147	34.5813	Pass	PG/ML	15625.00004
P40933	594	0.11921	12.72498	Pass	PG/ML	15624.99998
P10147	594	0.0298	65.39003	Pass	PG/ML	1953.125
P10145	594	0.23842	27.37129	Pass	PG/ML	1953.125
P39900	594	7.62939	268.45949	Pass	PG/ML	15624.9999
P04141	594	0.23842	0.17043	Pass	PG/ML	7812.50002
P09919	594	7.62939	87.75226	Pass	PG/ML	62500.00009
P15692	594	0.47684	184.76656	Pass	PG/ML	7812.50003
Q9P0M4	594	1.90735	14.80162	Pass	PG/ML	7812.5
P01133	594	0.47684	156.77338	Pass	PG/ML	976.5625
P13500	594	0.23842	303.80702	Pass	PG/ML	3906.25002
Q16552	594	0.11921	2.51194	Pass	PG/ML	15625.00005
P13725	594	0.11921	2.60166	Pass	PG/ML	1953.125
P09603	594	0.23842	128.33454	Pass	PG/ML	3906.24999
P13236	594	0.11921	233.27041	Pass	PG/ML	3906.25001
O14625	594	0.11921	564.64029	Pass	PG/ML	1953.12499
P01374	594	0.11921	7.40794	Pass	PG/ML	3906.25001
P80098	594	0.11921	2.38423	Pass	PG/ML	1953.125
P03956	594	0.95367	227.72438	Pass	PG/ML	7812.49998
P80075	726	0.0298	27.2971	Pass	PG/ML	1953.125
O95760	726	0.23842	0.04501	Pass	PG/ML	7812.50001
P48061	726	30.51758	147.75762	Pass	PG/ML	31249.99966
P78380	726	0.95367	116.06077	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	726	0.23842	4.31038	Pass	PG/ML	31250.0
P60568	726	0.11921	0.00638	Pass	PG/ML	3906.25003
Q07325	726	0.11921	36.1652	Pass	PG/ML	1953.12499
P01135	726	0.47684	4.37058	Pass	PG/ML	1953.12499
P01584	726	0.19073	0.14161	Pass	PG/ML	3125.00001
P05231	726	0.0596	1.04062	Pass	PG/ML	3906.25
P05112	726	0.0596	0.01566	Pass	PG/ML	3906.25
O43508	726	3.8147	400.48819	Pass	PG/ML	15625.00004
Q969D9	726	0.47684	0.07254	Pass	PG/ML	7812.50001
P51671	726	0.23842	272.2294	Pass	PG/ML	15624.99998
P14210	726	0.23842	130.77619	Pass	PG/ML	15624.99995
P49771	726	0.95367	60.04211	Pass	PG/ML	3906.25003
Q96PD4	726	0.23842	0.10096	Pass	PG/ML	3906.24998
P13232	726	0.23842	0.61547	Pass	PG/ML	1953.125
P35225	726	0.47684	5.30763	Pass	PG/ML	15625.00001
Q14116	726	0.95367	176.91535	Pass	PG/ML	15624.99996
Q99616	726	0.0596	423.20882	Pass	PG/ML	1953.125
P50591	726	0.95367	372.06688	Pass	PG/ML	7812.5
P02778	726	0.11921	37.84915	Pass	PG/ML	1953.12501
P01579	726	0.0298	0.09533	Pass	PG/ML	3906.25001
P22301	726	0.11921	3.88349	Pass	PG/ML	31250.00005
Q99731	726	0.95367	83.69054	Pass	PG/ML	1953.125
P01375	726	3.8147	9.27874	Pass	PG/ML	15625.00004
P40933	726	0.11921	11.78771	Pass	PG/ML	15624.99998
P10147	726	0.0298	2.98286	Pass	PG/ML	1953.125
P10145	726	0.23842	3.88861	Pass	PG/ML	1953.125
P39900	726	7.62939	220.80572	Pass	PG/ML	15624.9999
P04141	726	0.23842	0.06305	Pass	PG/ML	7812.50002
P09919	726	7.62939	47.04677	Pass	PG/ML	62500.00009
P15692	726	0.47684	168.8479	Pass	PG/ML	7812.50003
Q9P0M4	726	1.90735	8.56653	Pass	PG/ML	7812.5
P01133	726	0.47684	196.45275	Pass	PG/ML	976.5625
P13500	726	0.23842	241.99976	Pass	PG/ML	3906.25002
Q16552	726	0.11921	0.1075	Pass	PG/ML	15625.00005
P13725	726	0.11921	1.06911	Pass	PG/ML	1953.125
P09603	726	0.23842	103.70996	Pass	PG/ML	3906.24999
P13236	726	0.11921	45.49373	Pass	PG/ML	3906.25001
O14625	726	0.11921	226.62191	Pass	PG/ML	1953.12499
P01374	726	0.11921	5.59627	Pass	PG/ML	3906.25001
P80098	726	0.11921	0.83948	Pass	PG/ML	1953.125
P03956	726	0.95367	534.05363	Pass	PG/ML	7812.49998
P80075	706	0.0298	24.00032	Pass	PG/ML	1953.125
O95760	706	0.23842	0.01853	Pass	PG/ML	7812.50001
P48061	706	30.51758	189.89102	Pass	PG/ML	31249.99966
P78380	706	0.95367	25.73739	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	706	0.23842	1.46885	Pass	PG/ML	31250.0
P60568	706	0.11921	0.0198	Pass	PG/ML	3906.25003
Q07325	706	0.11921	55.99057	Pass	PG/ML	1953.12499
P01135	706	0.47684	3.69854	Pass	PG/ML	1953.12499
P01584	706	0.19073	0.13122	Pass	PG/ML	3125.00001
P05231	706	0.0596	0.80748	Pass	PG/ML	3906.25
P05112	706	0.0596	0.00992	Pass	PG/ML	3906.25
O43508	706	3.8147	315.77408	Pass	PG/ML	15625.00004
Q969D9	706	0.47684	0.1619	Pass	PG/ML	7812.50001
P51671	706	0.23842	184.77244	Pass	PG/ML	15624.99998
P14210	706	0.23842	85.09504	Pass	PG/ML	15624.99995
P49771	706	0.95367	95.37239	Pass	PG/ML	3906.25003
Q96PD4	706	0.23842	0.39701	Pass	PG/ML	3906.24998
P13232	706	0.23842	0.86266	Pass	PG/ML	1953.125
P35225	706	0.47684	0.35543	Pass	PG/ML	15625.00001
Q14116	706	0.95367	223.2499	Pass	PG/ML	15624.99996
Q99616	706	0.0596	211.12573	Pass	PG/ML	1953.125
P50591	706	0.95367	264.56187	Pass	PG/ML	7812.5
P02778	706	0.11921	67.58711	Pass	PG/ML	1953.12501
P01579	706	0.0298	0.25696	Pass	PG/ML	3906.25001
P22301	706	0.11921	7.55341	Pass	PG/ML	31250.00005
Q99731	706	0.95367	111.01816	Pass	PG/ML	1953.125
P01375	706	3.8147	12.60627	Pass	PG/ML	15625.00004
P40933	706	0.11921	9.34885	Pass	PG/ML	15624.99998
P10147	706	0.0298	4.9608	Pass	PG/ML	1953.125
P10145	706	0.23842	2.94011	Pass	PG/ML	1953.125
P39900	706	7.62939	238.30105	Pass	PG/ML	15624.9999
P04141	706	0.23842	0.16651	Pass	PG/ML	7812.50002
P09919	706	7.62939	54.60441	Pass	PG/ML	62500.00009
P15692	706	0.47684	273.40939	Pass	PG/ML	7812.50003
